,TLT.OPEN,TLT.HIGH,TLT.LOW,TLT.CLOSE
2010-08-09,99.74,99.98,99.61,99.73
2010-08-10,100.06,101.01,99.47,99.94
2010-08-11,100.31,101.3901,100.31,101.28
2010-08-12,101.58,101.94,100.87,101.03
2010-08-13,101.62,102.45,101.48,102.29
2010-08-16,104.21,104.89,104.07,104.85
2010-08-17,104.85,104.8599,104,104.25
2010-08-18,105,105.65,104.49,104.53
2010-08-19,104.79,106.61,104.64,106.16
2010-08-20,106.41,106.83,105.84,106.04
2010-08-23,105.65,106.19,105.25,106.06
2010-08-24,107.04,108.13,106.67,107.76
2010-08-25,108.8,109.34,107.07,107.41
2010-08-26,107.56,108.49,107.29,108.42
2010-08-27,107.77,108.33,105.2,105.35
2010-08-30,106.21,107.4,105.82,107.366
2010-08-31,108.22,108.65,107.62,108.56
2010-09-01,107.02,107.05,105.09,106
2010-09-02,105.2,105.3,104.4,104.88
2010-09-03,102.72,103.94,102.7,103.58
2010-09-07,105.09,105.78,104.81,105.7
2010-09-08,105.09,105.21,104.36,104.86
2010-09-09,103.7,103.84,102.64,102.79
2010-09-10,102.25,102.7,101.85,102.32
2010-09-13,101.8,103.05,101.77,102.825
2010-09-14,103.03,103.82,102.97,103.81
2010-09-15,102.75,103.26,102.14,102.27
2010-09-16,101.53,101.82,100.85,101.26
2010-09-17,101.83,102.1581,101.32,101.67
2010-09-20,102.15,102.45,101.6899,102.26
2010-09-21,102.67,104.02,102.26,103.68
2010-09-22,104.55,105.07,103.85,104.61
2010-09-23,105.41,105.455,104.24,104.912
2010-09-24,103.96,104.115,103.5,103.5
2010-09-27,104.5299,105.445,104.48,105.3
2010-09-28,105.38,106.32,105.34,106.02
2010-09-29,106.17,106.27,105.3505,105.58
2010-09-30,105.4,105.585,104.03,105.51
2010-10-01,104.23,105.14,103.98,104.61
2010-10-04,104.62,104.93,104.41,104.88
2010-10-05,104.73,104.81,103.93,104.25
2010-10-06,104.9,106.1,104.86,105.56
2010-10-07,105.17,105.38,104.67,104.68
2010-10-08,104.87,105.4599,104.22,104.22
2010-10-11,104.11,104.43,103.94,104.24
2010-10-12,104.41,104.76,103.18,103.21
2010-10-13,102.35,103.12,102.04,103.05
2010-10-14,103.29,103.65,101.47,101.508
2010-10-15,100.6,101.05,99.895,100.27
2010-10-18,101.2,101.45,100.78,101.08
2010-10-19,100.58,102.0899,100.55,101.69
2010-10-20,101.37,102.2801,101.21,101.91
2010-10-21,101.69,101.91,100.69,100.7
2010-10-22,100.44,101.47,100.412,101.38
2010-10-25,102.12,102.29,101.55,101.67
2010-10-26,100.86,101.06,100.05,100.1
2010-10-27,99.6801,100.17,99.22,99.22
2010-10-28,99.58,99.83,99.16,99.49
2010-10-29,99.82,100.4601,99.62,100.42
2010-11-01,100.8,100.81,99.49,99.67
2010-11-02,100.46,101.09,100.42,100.98
2010-11-03,101.73,102.27,98.43,98.92
2010-11-04,99.17,99.8705,99.08,99.69
2010-11-05,98.35,98.8,97.98,97.98
2010-11-08,98.59,98.92,97.8196,98.42
2010-11-09,98.49,98.52,96.19,96.25
2010-11-10,96.35,96.74,95,96.38
2010-11-11,96.45,96.63,96.14,96.33
2010-11-12,96.21,96.74,95.81,95.81
2010-11-15,95.33,95.72,93.81,93.81
2010-11-16,94.91,96.25,93.99,96.138
2010-11-17,95.8,96.76,95.34,95.61
2010-11-18,95.68,96,94.8,96
2010-11-19,96.09,96.59,95.79,96.59
2010-11-22,97.37,97.62,96.24,97
2010-11-23,97.67,97.95,97.24,97.48
2010-11-24,96.81,96.99,95.58,95.74
2010-11-26,96.72,97.12,96.55,97.07
2010-11-29,97.56,97.945,97.09,97.9
2010-11-30,99.21,99.27,98.11,98.41
2010-12-01,96.65,97.11,95.89,95.894
2010-12-02,95.96,96.54,95.5301,95.64
2010-12-03,96.28,96.33,94.85,94.89
2010-12-06,95.52,96.25,95.31,96.23
2010-12-07,94.72,94.92,93.16,94.17
2010-12-08,93.72,93.8,92.11,93.26
2010-12-09,93.6,94.27,92.73,93.72
2010-12-10,93.29,93.86,93.14,93.15
2010-12-13,93.05,94.03,92.56,93.5
2010-12-14,92.4,93.02,91.44,92.135
2010-12-15,92.08,92.24,90.47,90.94
2010-12-16,91.03,91.58,90.57,91.57
2010-12-17,91.88,93.77,91.86,93.24
2010-12-20,93.75,94.23,92.64,93.14
2010-12-21,93.13,93.79,92.49,93.79
2010-12-22,93.47,93.55,92.93,93.12
2010-12-23,93.18,93.23,92.53,92.93
2010-12-27,92.76,93.88,92.3,93.76
2010-12-28,92.93,93.07,91.31,91.61
2010-12-29,91.76,93.52,91.47,93.16
2010-12-30,92.88,93.28,92.41,93.09
2010-12-31,93.51,94.7,93.44,94.12
2011-01-03,93.2,94.31,92.95,93.41
2011-01-04,93.41,93.765,92.91,93.52
2011-01-05,92.49,92.69,91.19,91.46
2011-01-06,91.54,92.12,91.16,91.86
2011-01-07,91.51,92.63,91.03,92.35
2011-01-10,92.58,92.99,92.18,92.85
2011-01-11,92.49,92.6,91.69,92.33
2011-01-12,91.74,92.17,91.45,91.61
2011-01-13,91.62,92.77,91.45,92.43
2011-01-14,92.78,92.9,91.76,91.835
2011-01-18,91.29,91.71,90.73,91.41
2011-01-19,91.41,92.07,91.36,92.07
2011-01-20,91.5,91.615,90.39,90.8
2011-01-21,90.69,91.52,90.51,91.52
2011-01-24,91.87,91.9,91.38,91.56
2011-01-25,91.94,92.9,91.32,92.43
2011-01-26,92.22,92.26,90.89,91.03
2011-01-27,91.07,91.65,90.67,91.44
2011-01-28,90.81,92.28,90.77,91.92
2011-01-31,91.66,91.98,91.05,91.22
2011-02-01,90.55,90.84,90.14,90.45
2011-02-02,90.9,91,89.9,90.47
2011-02-03,89.96,90.57,89.71,89.72
2011-02-04,89.5,89.65,88.77,88.81
2011-02-07,88.7,89.3,88.57,89.27
2011-02-08,89.31,89.54,88.36,88.45
2011-02-09,88.69,89.66,88.14,89.22
2011-02-10,88.9,89.14,88.18,88.19
2011-02-11,89.03,89.53,88.74,89.46
2011-02-14,89.31,89.93,89.31,89.521
2011-02-15,89.56,89.97,89.37,89.92
2011-02-16,89.87,90.32,89.34,89.63
2011-02-17,90.02,90.18,89.66,89.77
2011-02-18,89.42,89.55,89.08,89.49
2011-02-22,89.91,90.94,89.71,90.83
2011-02-23,91.1,91.55,90.74,91.16
2011-02-24,91.63,92.04,91.44,91.74
2011-02-25,91.74,92.28,91.6401,92.28
2011-02-28,92.3,92.52,92.08,92.4
2011-03-01,91.52,92.4,91.47,92.37
2011-03-02,91.84,91.99,90.94,90.95
2011-03-03,90.53,90.7801,89.98,90.06
2011-03-04,90.1,90.85,90,90.81
2011-03-07,90.02,90.86,89.852,90.23
2011-03-08,90.11,90.34,89.65,89.68
2011-03-09,90.09,90.82,89.85,90.55
2011-03-10,90.87,92.1,90.64,92.075
2011-03-11,92.04,92.08,91.33,91.55
2011-03-14,91.48,91.92,91.32,91.51
2011-03-15,92.8,93.05,92.36,92.88
2011-03-16,93.37,94.94,93.08,93.93
2011-03-17,93.24,93.61,92.76,93.21
2011-03-18,92.75,93.48,92.69,93.46
2011-03-21,93.13,93.18,92.57,92.91
2011-03-22,92.81,93.29,92.7399,93.22
2011-03-23,93.85,93.88,92.93,93.1
2011-03-24,92.76,92.88,92.39,92.4
2011-03-25,92.86,92.96,92.02,92.17
2011-03-28,92.12,92.67,92,92.3
2011-03-29,91.98,92.5,91.57,91.59
2011-03-30,91.72,92.32,91.56,92.32
2011-03-31,92.67,92.72,91.61,92.13
2011-04-01,91.5,92.27,91.42,92.19
2011-04-04,92.2,92.58,92.1299,92.29
2011-04-05,92.16,92.38,91.67,91.92
2011-04-06,91.77,91.79,90.54,90.54
2011-04-07,90.53,90.76,90.13,90.36
2011-04-08,89.93,90.32,89.85,89.88
2011-04-11,89.83,90.22,89.65,89.96
2011-04-12,90.61,91.24,90.56,90.93
2011-04-13,90.54,91.5,90.44,91.5
2011-04-14,91.54,91.77,91.22,91.43
2011-04-15,92.26,92.71,92.07,92.67
2011-04-18,91.99,93.1,91.45,92.88
2011-04-19,92.86,93.28,92.76,93.28
2011-04-20,93.07,93.26,92.61,92.68
2011-04-21,92.89,93.23,92.56,92.6
2011-04-25,92.63,92.975,92.5,92.95
2011-04-26,93.27,93.87,93.18,93.85
2011-04-27,93.44,93.57,92.75,92.89
2011-04-28,93.22,93.6,92.97,93.6
2011-04-29,93.47,93.92,93.35,93.89
2011-05-02,93.32,93.68,93.17,93.64
2011-05-03,93.96,94.17,93.58,94.17
2011-05-04,94.31,94.72,94.27,94.59
2011-05-05,94.92,95.63,94.809,95.49
2011-05-06,94.51,95.49,94.35,95.07
2011-05-09,94.9,95.2,94.84,94.97
2011-05-10,94.7,94.89,94.29,94.29
2011-05-11,94.32,95.09,94.18,94.83
2011-05-12,94.95,95.11,93.91,94.23
2011-05-13,94.65,95.49,94.53,95.08
2011-05-16,95.03,95.79,94.76,95.61
2011-05-17,96.03,96.6,95.98,96.59
2011-05-18,96.27,96.39,95.28,95.31
2011-05-19,94.46,95.32,94.46,95.27
2011-05-20,95.02,95.41,94.7205,95.32
2011-05-23,95.73,96.19,95.59,95.78
2011-05-24,95.64,96.14,95.46,96.14
2011-05-25,96.15,96.28,95.54,95.69
2011-05-26,95.97,96.55,95.89,96.51
2011-05-27,96.13,96.51,95.88,96.47
2011-05-31,96.18,96.76,96.0899,96.69
2011-06-01,96.92,97.718,96.89,97.64
2011-06-02,96.49,96.91,95.78,95.78
2011-06-03,96.58,96.6,95.57,96.33
2011-06-06,95.47,95.99,95.21,95.6
2011-06-07,95.23,96.06,95.12,96.04
2011-06-08,96.26,96.84,96.17,96.79
2011-06-09,97.1,97.33,95.93,96.4
2011-06-10,96.91,97.39,96.8,97.14
2011-06-13,96.74,97.29,96.64,96.65
2011-06-14,95.74,95.9,95.13,95.19
2011-06-15,95.38,96.94,95.37,96.92
2011-06-16,97.1,97.53,96.8,97.36
2011-06-17,96.86,97.15,96.64,96.9
2011-06-20,97.33,97.36,96.585,97.02
2011-06-21,96.7,97.03,96.27,96.59
2011-06-22,96.96,97.06,96.41,96.65
2011-06-23,97.24,97.74,97.15,97.39
2011-06-24,97.36,97.6901,96.98,96.98
2011-06-27,96.85,96.87,95.55,95.65
2011-06-28,95.48,95.68,94.72,94.88
2011-06-29,94.95,95.1986,94.02,94.25
2011-06-30,94.23,94.31,93.14,94.1
2011-07-01,94.13,94.23,93.365,93.63
2011-07-05,94.04,94.17,93.69,93.84
2011-07-06,94.19,94.45,93.8399,94.32
2011-07-07,93.8279,94.145,93.55,94.04
2011-07-08,94.84,95.61,94.83,95.37
2011-07-11,96.04,96.8,95.7501,96.8
2011-07-12,97.3,97.31,96.56,97.13
2011-07-13,96.71,97.43,96.11,97.4
2011-07-14,96.62,97.9,96.01,96.01
2011-07-15,95.29,96.2,95.2405,96.17
2011-07-18,96.06,96.17,95.2,95.24
2011-07-19,95.32,97.27,95.17,97.22
2011-07-20,96.72,96.84,95.866,96.07
2011-07-21,95.24,95.86,94.9,95.33
2011-07-22,95.69,96.09,95.53,96.05
2011-07-25,94.97,96.05,94.83,95
2011-07-26,95.3,95.87,95.24,95.65
2011-07-27,95.34,95.84,95.1,95.66
2011-07-28,96.11,96.31,95.71,96.02
2011-07-29,96.89,98.53,96.78,97.92
2011-08-01,97.39,98.94,97.35,98.58
2011-08-02,99.22,101.57,98.89,101.54
2011-08-03,101.57,103.42,101.36,101.74
2011-08-04,102.38,105.55,102.27,105.36
2011-08-05,103.44,105.5,102.28,102.32
2011-08-08,103.18,105.79,102.95,105.55
2011-08-09,105.01,109.37,103,105.87
2011-08-10,107.63,109.07,106.94,109.02
2011-08-11,107.34,107.81,103.2,103.52
2011-08-12,104.44,105.66,104.07,105.57
2011-08-15,104.94,105.48,104.47,104.5
2011-08-16,104.66,106.64,104.6325,106.23
2011-08-17,106.32,108.1,105.77,108.09
2011-08-18,110.09,112.14,109.28,110.31
2011-08-19,110.65,111.41,110.23,111.2
2011-08-22,110.46,111.26,110.39,110.92
2011-08-23,109.76,111.17,109.35,109.39
2011-08-24,109.29,109.41,106.15,106.28
2011-08-25,106.69,107.9,106.36,107.43
2011-08-26,108.69,109.27,107.33,108.49
2011-08-29,106.7,107.4,106.6,106.99
2011-08-30,108.43,109.15,108.25,108.71
2011-08-31,108.81,108.96,107.03,107.03
2011-09-01,107.47,108.98,106.08,108.97
2011-09-02,111.39,112.58,110.66,112.51
2011-09-06,114.42,114.93,113.39,113.68
2011-09-07,112.28,112.37,111.31,111.51
2011-09-08,112.3,112.63,111.34,112.51
2011-09-09,112.54,114.18,112.21,113.71
2011-09-12,113.57,114.25,113.1,113.83
2011-09-13,113.4,113.59,112.11,112.21
2011-09-14,111.97,113.35,111.82,113.16
2011-09-15,111.98,112.49,111.43,111.43
2011-09-16,111.31,112.5898,111.25,112.24
2011-09-19,114.2,115.19,114.12,114.38
2011-09-20,114.37,114.8701,114.05,114.86
2011-09-21,114.63,118.7862,114.2,118.66
2011-09-22,121.41,123.87,121.23,123.12
2011-09-23,123.12,123.36,120.83,120.83
2011-09-26,120.12,120.57,118.58,118.89
2011-09-27,116.75,117.3,116.26,117.07
2011-09-28,116.9,117.11,115.76,117.03
2011-09-29,117.61,118.82,117.09,117.84
2011-09-30,120.02,120.91,118.99,120.8
2011-10-03,121.88,123.81,121.1142,123.81
2011-10-04,124.37,125.03,122.18,122.24
2011-10-05,121.66,121.78,120.66,121.36
2011-10-06,120.64,121.01,119.12,119.12
2011-10-07,117.75,119.05,116.85,118.24
2011-10-10,116.82,116.91,115.8,116.57
2011-10-11,117.29,117.36,115.9,116.18
2011-10-12,114.7,115.12,113.48,114.49
2011-10-13,115.0301,116.55,114.96,115.63
2011-10-14,113.88,114.61,113.61,113.95
2011-10-17,114.3,115.97,114.22,115.92
2011-10-18,116.14,116.818,114.3,115.2
2011-10-19,114.54,115.74,114.16,115.16
2011-10-20,114.46,115.67,114.07,114.34
2011-10-21,113.86,114.2,113.13,113.13
2011-10-24,113.93,114.08,113.05,113.32
2011-10-25,113.38,116.35,113.35,116.2
2011-10-26,115.39,116.21,114.07,114.17
2011-10-27,112.521,112.85,109.82,110.3
2011-10-28,110.9,111.96,110.76,111.46
2011-10-31,113.61,115.88,113.46,115.88
2011-11-01,118.71,119.49,117.17,119.45
2011-11-02,116.63,118.36,116.42,117.96
2011-11-03,116.34,117.35,115.99,116.34
2011-11-04,115.72,117.0501,115.53,116.48
2011-11-07,116.64,118.35,116.32,117.22
2011-11-08,116.75,117.54,115.5,115.72
2011-11-09,118.26,119.13,117.07,118.12
2011-11-10,116.78,117.61,115.21,116.36
2011-11-11,115.83,116.1652,115.5,115.65
2011-11-14,116.39,117.595,116.21,117.51
2011-11-15,117.695,118.46,116.72,117.35
2011-11-16,117.96,118.43,117.18,118.42
2011-11-17,118.04,120.161,118.04,119.37
2011-11-18,119.1801,119.55,118.32,119.34
2011-11-21,120.38,120.73,119.91,120.05
2011-11-22,120.35,121.41,119.85,121.39
2011-11-23,121.16,123.05,121.03,122.58
2011-11-25,121.8,121.87,120.74,120.8
2011-11-28,118.63,121.15,118.58,120.74
2011-11-29,120.03,120.92,119.08,119.75
2011-11-30,118.34,118.56,117.26,117.88
2011-12-01,116.29,117.239,115.8,117
2011-12-02,116.62,118.68,116.56,118.64
2011-12-05,117,118.83,116.883,118.4
2011-12-06,117.81,118.29,116.77,117.27
2011-12-07,117.33,118.24,116.85,117.69
2011-12-08,117.72,119.33,117.41,119.16
2011-12-09,119.07,119.13,116.63,116.71
2011-12-12,117.91,118.49,117.61,118.01
2011-12-13,117.28,119.63,117.16,119.11
2011-12-14,119.7901,121.39,119.494,121.36
2011-12-15,120.66,121.32,120.37,120.91
2011-12-16,121.38,122.6201,121.29,122.32
2011-12-19,122.32,124.02,122.26,123.87
2011-12-20,122.66,122.67,120.61,120.78
2011-12-21,120.63,120.83,119.07,119.1
2011-12-22,120,120.42,119.35,119.6
2011-12-23,118.5599,118.71,117.74,118.27
2011-12-27,117.94,118.45,117.62,118.45
2011-12-28,118.74,121.05,118.45,120.64
2011-12-29,120.48,121.09,120.06,120.86
2011-12-30,121.11,121.76,120.8872,121.25
2012-01-03,119.42,120.2,118.93,119.43
2012-01-04,119.26,119.28,117.68,118.01
2012-01-05,118.17,119.1,117.57,117.8
2012-01-06,117.75,118.96,117.71,118.73
2012-01-09,118.47,119.54,118.3,118.52
2012-01-10,117.73,118.87,117.68,118.32
2012-01-11,119.04,120.06,118.98,119.86
2012-01-12,119.95,120.19,119.24,119.69
2012-01-13,121.1,121.64,120.81,120.88
2012-01-17,120.95,121.63,120.826,121.44
2012-01-18,121.53,121.612,119.91,119.97
2012-01-19,119.33,119.559,117.92,118.32
2012-01-20,117.71,117.96,116.97,116.98
2012-01-23,116.13,116.64,115.55,116.24
2012-01-24,116.71,116.71,115.78,116.45
2012-01-25,116.06,118.53,115.89,116.17
2012-01-26,116.65,117.71,116.59,117.71
2012-01-27,117.83,118.33,117.01,118.08
2012-01-30,119.84,120.39,119.34,119.47
2012-01-31,119.26,120.91,119.19,120.85
2012-02-01,119.75,119.9,118.811,119.18
2012-02-02,118.96,119.48,118.64,119.13
2012-02-03,116.46,116.8,115.97,116.57
2012-02-06,116.69,117.8,116.34,117.73
2012-02-07,116.62,116.88,115.77,116.27
2012-02-08,116.2,116.79,115.98,116.36
2012-02-09,115.86,116.04,114.62,115.49
2012-02-10,116.8,117.33,116.52,116.99
2012-02-13,116.6,117.37,116.435,117.14
2012-02-14,117.44,118.28,117.23,117.76
2012-02-15,117.66,118.27,117.49,117.55
2012-02-16,117.27,117.6,116.13,116.61
2012-02-17,115.86,116.61,115.76,116.58
2012-02-21,115.77,115.92,114.95,115.29
2012-02-22,115.89,116.76,115.81,116.742
2012-02-23,116.14,117.22,115.93,116.736
2012-02-24,117.23,117.58,116.95,117.5
2012-02-27,118.5,118.85,118.12,118.54
2012-02-28,118.87,119.14,117.94,118.15
2012-02-29,118.37,118.42,116.96,117.43
2012-03-01,116.17,116.68,115.54,116.06
2012-03-02,116.6,117.48,116.55,117.15
2012-03-05,116.96,117.4399,116.22,116.22
2012-03-06,117.45,118.11,117.44,117.63
2012-03-07,117.46,117.61,116.8099,116.91
2012-03-08,116.32,116.57,115.64,115.74
2012-03-09,115.49,115.99,114.9,115.97
2012-03-12,116.32,116.52,115.87,115.95
2012-03-13,115.27,115.41,113.89,113.91
2012-03-14,112.7,112.75,110.95,111.04
2012-03-15,110.9,111.74,110.88,111.21
2012-03-16,110.5,111.44,110.2,111.43
2012-03-19,111.36,111.48,109.69,110.1
2012-03-20,110.43,110.8714,109.85,110.54
2012-03-21,110.86,111.89,110.81,111.79
2012-03-22,112.29,112.37,111.87,112.15
2012-03-23,112.69,113.39,112.66,113.21
2012-03-26,112.83,113.01,111.8,112.63
2012-03-27,112.78,113.7,112.7,113.44
2012-03-28,112.92,113.94,112.85,113.28
2012-03-29,114.02,114.19,113.58,114.13
2012-03-30,114.21,114.27,112.19,112.2
2012-04-02,113,113.3,112.2,112.53
2012-04-03,113.01,113.44,110.57,110.58
2012-04-04,111.77,112.12,111.41,112.1001
2012-04-05,113,113.07,112.33,112.91
2012-04-09,115.54,115.77,115.24,115.55
2012-04-10,115.95,117.29,115.78,116.8599
2012-04-11,115.71,116.06,115.35,115.46
2012-04-12,115.67,115.75,114.82,114.98
2012-04-13,116.15,116.9,116.12,116.84
2012-04-16,116.7,117.6,116.57,116.67
2012-04-17,116.53,116.8281,116.25,116.6
2012-04-18,117.05,117.12,116.73,116.94
2012-04-19,117.25,117.47,117.02,117.05
2012-04-20,116.56,117.13,116.33,117.07
2012-04-23,118.11,118.41,117.795,117.92
2012-04-24,117.61,117.76,117.08,117.09
2012-04-25,116.41,117.32,115.69,116.49
2012-04-26,117.42,117.46,116.59,117.19
2012-04-27,117.02,117.36,116.79,117.29
2012-04-30,117.57,117.75,117.19,117.32
2012-05-01,117.43,117.62,116.0714,116.43
2012-05-02,117.22,117.32,116.8,117.25
2012-05-03,116.64,117.37,116.56,117.22
2012-05-04,117.48,118.19,117.4,118.14
2012-05-07,118.32,118.46,118.02,118.16
2012-05-08,118.69,119.51,118.66,118.79
2012-05-09,119.45,119.57,118.44,118.87
2012-05-10,118.02,118.62,117.44,118.52
2012-05-11,119.49,119.6,118.96,119.5
2012-05-14,120.87,121.3,120.5999,121.17
2012-05-15,121.09,121.73,120.82,121.66
2012-05-16,120.98,122.18,120.72,122.01
2012-05-17,122.03,124.28,122.02,124.17
2012-05-18,123.27,124.44,123.11,124.2001
2012-05-21,123.9,124.45,123.62,123.94
2012-05-22,122.75,122.88,122.06,122.56
2012-05-23,123.55,124.52,123.36,123.41
2012-05-24,123.23,123.79,122.75,122.94
2012-05-25,123.43,123.54,123.14,123.4
2012-05-29,123.39,123.81,123,123.02
2012-05-30,125.32,126.32,125.3,126.14
2012-05-31,127.03,129.08,126.67,127.6
2012-06-01,128.87,130.38,128.53,130.36
2012-06-04,129.31,130.18,128.94,129.33
2012-06-05,128.53,128.64,127.59,127.6
2012-06-06,127.56,127.6,125.05,125.05
2012-06-07,124.65,125.74,124.39,125.24
2012-06-08,126.75,126.95,124.57,125.21
2012-06-11,124.79,126.21,124.77,125.78
2012-06-12,124.97,125.63,124.5,124.63
2012-06-13,124.85,126.28,124.38,125.86
2012-06-14,125.95,126.28,125.19,125.7
2012-06-15,126.58,126.85,126.14,126.4
2012-06-18,127.15,127.34,126.26,127.08
2012-06-19,126.275,126.37,125.3282,125.42
2012-06-20,124.575,126.51,124.09,126.04
2012-06-21,125.95,127.25,125.89,126.71
2012-06-22,125.9,126.22,125.01,125.02
2012-06-25,126.36,127.02,126.27,126.84
2012-06-26,126.11,126.95,125.94,126.34
2012-06-27,126.56,126.788,126.032,126.54
2012-06-28,127.3,127.48,126.79,126.85
2012-06-29,125.03,125.63,124.63,125.2
2012-07-02,125.45,127.21,125.3701,126.22
2012-07-03,125.95,126,125.21,125.25
2012-07-05,125.35,126.32,125.25,125.89
2012-07-06,126.67,127.205,126.61,127.06
2012-07-09,127.38,128.26,127.11,128.18
2012-07-10,127.86,128.74,127.72,128.44
2012-07-11,128.59,129.47,128.26,128.6
2012-07-12,129.05,129.56,128.9,129.51
2012-07-13,129.23,129.24,128.6,129.17
2012-07-16,130.3,130.61,129.61,129.77
2012-07-17,129.26,129.82,128.64,128.75
2012-07-18,129.26,129.337,128.79,128.82
2012-07-19,128.46,129.1,128.11,128.49
2012-07-20,129.6,130.3,129.42,130.06
2012-07-23,131.31,131.44,130.51,130.79
2012-07-24,130.35,132.04,130.28,131.82
2012-07-25,131.63,132.215,131.48,132.16
2012-07-26,131.53,131.78,130.9,130.95
2012-07-27,129.89,130.01,126.96,128.48
2012-07-30,128.39,129.48,128.25,129.44
2012-07-31,129.81,129.88,128.58,129.7
2012-08-01,128.53,129.74,128.15,128.78
2012-08-02,129.59,130.69,129.13,129.51
2012-08-03,127.84,128.03,126.77,127.42
2012-08-06,127.67,128.14,127.37,127.47
2012-08-07,125.96,126.13,125.43,125.83
2012-08-08,126.16,126.39,125.04,125.16
2012-08-09,124.77,125.3,123.75,125.07
2012-08-10,126.2,126.32,125.6,125.7
2012-08-13,126.11,126.38,125.49,125.49
2012-08-14,123.96,124.41,123.75,123.79
2012-08-15,123.02,123.2,121.9,122.05
2012-08-16,122.21,122.5,120.52,121.01
2012-08-17,121.4,122.12,121.32,121.6
2012-08-20,121.55,122.19,121.5,121.85
2012-08-21,121.47,122.45,120.66,122.39
2012-08-22,123.52,124.51,123.21,124.41
2012-08-23,124.74,125.14,124.65,124.93
2012-08-24,125.47,125.56,124.67,124.81
2012-08-27,125.34,125.8,125.27,125.54
2012-08-28,125.75,126.36,125.59,125.84
2012-08-29,125.61,125.63,124.95,125.29
2012-08-30,126.27,126.44,125.73,125.94
2012-08-31,125.78,127.72,125.73,127.72
2012-09-04,126.92,127.63,126.76,127.32
2012-09-05,126.82,127.19,126.55,126.72
2012-09-06,125.53,125.53,124.55,124.61
2012-09-07,126.14,126.18,123.92,124.03
2012-09-10,123.69,124.33,123.51,124.33
2012-09-11,124.02,124.1,123.29,123.55
2012-09-12,122.22,122.41,121.68,122.01
2012-09-13,122.39,123.09,120.27,121.53
2012-09-14,119.76,119.85,118.05,118.3
2012-09-17,118.87,119.9,118.8,119.72
2012-09-18,120.71,120.9,119.96,120.32
2012-09-19,121.34,121.38,120.61,121.11
2012-09-20,122.14,122.32,120.98,121.41
2012-09-21,120.75,121.64,120.67,121.55
2012-09-24,122.25,122.7,122.18,122.5
2012-09-25,122.8,123.74,122.13,123.71
2012-09-26,124.56,125.09,124.45,125.04
2012-09-27,124.55,124.8,123.77,124.15
2012-09-28,124.75,125.2354,123.805,124.22
2012-10-01,123.97,124.47,123.38,124.42
2012-10-02,123.91,124.518,123.81,124.25
2012-10-03,123.86,124.3,123.62,124.29
2012-10-04,123.46,123.8,122.57,122.74
2012-10-05,121.57,121.68,120.92,121.15
2012-10-08,121.98,122.27,121.686,122.17
2012-10-09,121.47,122.185,121.38,121.95
2012-10-10,121.46,122.96,121.26,122.81
2012-10-11,121.96,123.66,121.89,123.66
2012-10-12,124.07,124.78,123.78,123.97
2012-10-15,123.78,124.14,123.43,123.69
2012-10-16,122.9,122.94,121.94,121.9803
2012-10-17,121.17,121.26,120.57,120.85
2012-10-18,121.12,121.53,119.87,120.11
2012-10-19,120.34,121.81,120.28,121.74
2012-10-22,121.43,121.84,120.94,120.96
2012-10-23,122.1,122.73,122.0217,122.69
2012-10-24,121.86,122.2883,121.48,121.48
2012-10-25,120.56,121.54,120.33,120.86
2012-10-26,121.44,122.65,121.27,122.64
2012-10-31,122.68,123.704,122.63,123.36
2012-11-01,122.77,122.88,122.08,122.35
2012-11-02,121.28,122.31,121.24,122.26
2012-11-05,122.82,123.25,122.79,122.95
2012-11-06,122.55,122.86,121.78,121.79
2012-11-07,123.95,124.531,123.76,124
2012-11-08,123.79,125.86,123.43,125.84
2012-11-09,125.63,125.98,125.18,125.98
2012-11-12,125.84,126.38,125.79,126.19
2012-11-13,126.8,126.82,125.99,126.61
2012-11-14,125.72,126.79,125.6,126.73
2012-11-15,126.1,127.02,126,126.4844
2012-11-16,126.36,127.19,126.28,126.37
2012-11-19,125.46,125.81,125.3,125.66
2012-11-20,125.48,125.67,124.38,124.4
2012-11-21,124.19,124.42,124.02,124.33
2012-11-23,124.3,124.45,124.11,124.21
2012-11-26,125.16,125.52,124.75,124.8
2012-11-27,124.94,125.39,124.7,125.29
2012-11-28,125.97,126.2,125.09,125.11
2012-11-29,124.86,125.44,124.66,125.13
2012-11-30,125.48,125.54,124.71,124.79
2012-12-03,123.72,124.79,123.62,124.66
2012-12-04,125.02,125.41,124.84,125.38
2012-12-05,125.4,125.81,125.17,125.32
2012-12-06,125.86,126.08,125.51,125.59
2012-12-07,124.5,124.96,124.34,124.43
2012-12-10,124.96,125.0801,124.54,124.98
2012-12-11,124.26,124.31,123.83,124.0303
2012-12-12,123.83,124.34,122.57,122.59
2012-12-13,122.29,123.18,122.13,122.68
2012-12-14,123.19,123.71,123.081,123.6
2012-12-17,123.5,123.52,121.71,121.75
2012-12-18,121.4,121.78,119.9,120.51
2012-12-19,120.97,121.65,120.72,120.91
2012-12-20,121.29,121.64,120.62,120.93
2012-12-21,122.31,122.43,121.95,122.25
2012-12-24,122,122.08,121.87,122.03
2012-12-26,121.95,122.21,121.81,122.2
2012-12-27,121.88,123.29,121.83,122.61
2012-12-28,123.14,123.34,122.78,123.31
2012-12-31,122.87,122.97,120.911,121.18
2013-01-02,119.76,119.9,119.41,119.56
2013-01-03,119.38,119.49,117.9,117.94
