,MDY.OPEN,MDY.HIGH,MDY.LOW,MDY.CLOSE
2014-02-25,248.04,248.92,246.93,247.9
2014-02-26,248.23,250.15,247.69,248.91
2014-02-27,248.59,250.08,248.11,250.08
2014-02-28,249.68,251.85,249.1901,250.39
2014-03-03,248.42,249.82,247.01,248.92
2014-03-04,251.52,253.43,251.24,252.99
2014-03-05,252.9,253.17,251.9,252.39
2014-03-06,253.08,253.359,252.08,252.51
2014-03-07,254.05,254.11,251.8,253
2014-03-10,253.1,253.1,250.69,251.62
2014-03-11,252.1,252.83,249.37,250.22
2014-03-12,248.75,250.5,248.14,250.5
2014-03-13,251.27,251.51,246.96,247.79
2014-03-14,247.42,249.56,247.1701,248.67
2014-03-17,249.88,251.64,249.61,250.42
2014-03-18,250.44,253.06,250.44,252.65
2014-03-19,252.57,253.08,249.8399,250.98
2014-03-20,250.38,252.04,249.66,251.71
2014-03-21,252.23,253.37,250.55,250.7
2014-03-24,251.64,252.47,247.38,248.79
2014-03-25,250.02,251.18,248.0701,249.46
2014-03-26,250.54,251.07,246.13,246.22
2014-03-27,246.31,246.95,244.68,245.6
2014-03-28,246.39,248.76,245.84,246.87
2014-03-31,248.73,250.93,247.59,250.57
2014-04-01,251.25,252.86,250.93,252.86
2014-04-02,253.2,253.83,252.5,253.63
2014-04-03,253.89,254.2,251.65,252.43
2014-04-04,254.08,254.48,247.94,248.57
2014-04-07,247.95,248.49,243.46,244.33
2014-04-08,244.19,246.3,243,245.76
2014-04-09,246.54,248.33,245.56,248.15
2014-04-10,247.85,248.23,242.18,242.74
2014-04-11,241.47,242.99,239.26,239.77
2014-04-14,241.53,242.37,239.14,240.84
2014-04-15,241.5,243.06,238.34,242.44
2014-04-16,244.4,245.34,243.14,245.25
2014-04-17,244.78,246.37,244.5,245.74
2014-04-21,245.74,246.72,244.94,246.44
2014-04-22,246.75,248.92,246.68,248.22
2014-04-23,248.26,249,247.58,247.9
2014-04-24,248.92,248.96,245.95,248.11
2014-04-25,247.07,247.39,244.69,245.16
2014-04-28,246.07,246.81,241.42,244.33
2014-04-29,245.13,246.08,244.47,245.18
2014-04-30,244.84,246.84,243.87,246.84
2014-05-01,246.38,248.5,245.61,247.08
2014-05-02,247.15,249.57,246.54,247.53
2014-05-05,246.15,248.36,244.86,247.7
2014-05-06,247.14,247.82,245.56,245.87
2014-05-07,246.5,247.13,243.52,247.05
2014-05-08,246.6,249.36,245.23,245.8
2014-05-09,245.35,246.53,244.15,246.53
2014-05-12,247.5,250.48,247.4,250.23
2014-05-13,250.35,250.97,248.87,249
2014-05-14,248.38,248.95,246.65,247.01
2014-05-15,245.87,246.1,242.22,244.93
2014-05-16,245.41,246.25,243.701,246.24
2014-05-19,245.81,248.39,245.53,247.47
2014-05-20,246.97,247.11,243.89,244.87
2014-05-21,245.79,246.92,244.68,246.22
2014-05-22,246.5,248.6,246.09,247.73
2014-05-23,247.7,249.5,247.42,249.39
2014-05-27,250.39,251.6,250.21,251.05
2014-05-28,250.98,251.01,249.29,250.11
2014-05-29,251.04,251.57,249.87,251.53
2014-05-30,251.45,251.81,250.33,250.88
2014-06-02,251.31,251.9,249.48,251.7
2014-06-03,251.1,252.21,250.656,251.78
2014-06-04,251.32,252.98,250.87,252.94
2014-06-05,253.42,255.68,252.1,255.49
2014-06-06,256,257.52,255.7901,256.93
2014-06-09,256.9,258.73,256.56,257.77
2014-06-10,257.26,257.51,256.25,257.04
2014-06-11,256.01,256.47,255.2,256.2
2014-06-12,255.79,256.07,254.29,254.89
2014-06-13,255.22,256.15,254.09,255.55
2014-06-16,255.37,256.39,254.51,255.61
2014-06-17,255.38,259.02,255.01,257.73
2014-06-18,257.57,259.14,256.97,259.02
2014-06-19,259.48,259.57,258.18,259.11
2014-06-20,258.66,259.27,258.15,259.17
2014-06-23,259.21,259.85,258.38,258.89
2014-06-24,258.47,260.28,256.7401,256.82
2014-06-25,256.32,258.56,256.16,258.55
2014-06-26,258.41,258.61,256.1,258
2014-06-27,257.25,259.45,257.23,259.45
2014-06-30,259.27,260.66,258.54,260.56
2014-07-01,261.48,264,261.2175,262.6
2014-07-02,262.35,262.97,260.85,261.34
2014-07-03,261.95,262.59,261.64,262.14
2014-07-07,262.14,262.23,259.82,260.14
2014-07-08,259.75,260.28,257.01,258.13
2014-07-09,258.74,259.1,257.84,258.78
2014-07-10,254.78,258.26,254.55,256.95
2014-07-11,256.88,257.32,255.8,256.68
2014-07-14,258.32,258.56,257.27,257.76
2014-07-15,257.4,258.6,255.4,256.87
2014-07-16,258.11,258.34,255.4501,256.53
2014-07-17,255.45,257,253.34,253.82
2014-07-18,254.31,257.03,254.14,256.91
2014-07-21,255.64,256.49,254.79,256.06
2014-07-22,257.2,258.14,256.95,257.13
2014-07-23,257.58,257.62,256.11,256.97
2014-07-24,257.23,258.22,256.9,257.22
2014-07-25,255.95,256.86,255.24,255.54
2014-07-28,255.77,255.93,253.53,255.09
2014-07-29,255.49,256.51,253.87,253.94
2014-07-30,254.78,255.64,253.45,254.4
2014-07-31,252.44,253.09,249.12,249.13
2014-08-01,248.78,249.84,246.59,248.86
2014-08-04,249.5,250.41,247.13,250.15
2014-08-05,248.92,250.83,247.74,248.96
2014-08-06,247.77,250.4299,247.65,249.27
2014-08-07,250.25,250.79,247.71,248.33
2014-08-08,248.75,251.09,248.08,250.94
2014-08-11,252.1,253.53,251.63,252.05
2014-08-12,251.47,252.93,250.05,251.16
2014-08-13,252.04,253.65,251.525,253.3
2014-08-14,253.51,254.66,253.25,254.66
2014-08-15,255.54,255.61,252.16,254.07
2014-08-18,255.91,257.17,255.21,257.11
2014-08-19,257.55,258.7,257.55,258.65
2014-08-20,258.16,259.55,257.73,259.28
2014-08-21,259.39,260.035,258.28,259.71
2014-08-22,259.56,260.25,258.62,259.48
2014-08-25,260.82,261.19,259.72,260.39
2014-08-26,260.72,261.75,260.53,261.26
2014-08-27,261.5,261.79,260.52,260.9
2014-08-28,260.01,260.929,259.18,260.58
2014-08-29,261.26,262.06,260.18,261.74
2014-09-02,262.33,263.69,261.66,262.5
2014-09-03,263.78,263.96,261.72,262.11
2014-09-04,262.46,263.43,260.64,261.37
2014-09-05,261.16,262.34,260.19,262.34
2014-09-08,262.01,262.8,260.855,262.08
2014-09-09,261.94,262.16,259.71,259.98
2014-09-10,260.25,260.78,258.77,260.35
2014-09-11,259.21,261.71,259.08,261.59
2014-09-12,261.52,261.54,258.46,259.09
2014-09-15,259.12,259.35,257.38,258.06
2014-09-16,257.41,260.2,257.21,259.5
2014-09-17,259.68,260.76,258.43,259.26
